completed | 00001_amaru | 余る | general | godan verb
pending | 04315_hatsubai | 発売 | general | noun, suru-verb
pending | 04316_same | 鮫 | general | noun
pending | 04319_ika | 烏賊 | general | noun
pending | 04320_seisaku | 制作 | general | noun, suru-verb
pending | 04321_hayakuchi | 早口 | general | noun, no-adjective
pending | 04322_seisaku | 製作 | general | noun, suru-verb
pending | 04323_tako | 蛸 | general | noun
pending | 04325_kani | 蟹 | general | noun
pending | 04326_seisho | 清書 | general | noun, suru-verb
pending | 04327_hanei | 反映 | general | noun, suru-verb
pending | 04328_seisuu | 整数 | general | noun
pending | 04329_washi | 鷲 | general | noun
pending | 04330_fukurou | 梟 | general | noun
pending | 04331_hankei | 半径 | general | noun
pending | 04333_hantou | 半島 | general | noun
pending | 04334_ookami | 狼 | general | noun
pending | 04335_seizon | 生存 | general | noun, suru-verb
pending | 04336_baibai | 売買 | general | noun, suru-verb
pending | 04337_kitsune | 狐 | general | noun
pending | 04338_seitou | 政党 | general | noun
pending | 04340_seinou | 性能 | general | noun
pending | 04341_tanuki | 狸 | general | noun
pending | 04342_hikizan | 引算 | general | noun, suru-verb
pending | 04343_kuma | 熊 | general | noun
pending | 04344_seibun | 成分 | general | noun
pending | 04345_hikyou | 卑怯 | general | na-adjective, noun
pending | 04347_shika | 鹿 | general | noun
pending | 04348_hissha | 筆者 | general | noun
pending | 04349_inoshishi | 猪 | general | noun
pending | 04350_seimon | 正門 | general | noun
pending | 04352_risu | 栗鼠 | general | noun
pending | 04353_seiritsu | 成立 | general | noun, suru-verb
pending | 04356_tadayou | 漂う | general | verb (godan)
pending | 04357_chirakaru | 散らかる | general | verb (godan)
pending | 04359_tsuru | 鶴 | general | noun
pending | 04360_chirakasu | 散らかす | general | verb (godan)
pending | 04361_sekkaku | 折角 | general | adverb, no-adjective
pending | 04362_tsubame | 燕 | general | noun
pending | 04364_miki | 幹 | general | noun
pending | 04365_sekkin | 接近 | general | noun, suru-verb
pending | 04367_setsuzoku | 接続 | general | noun, suru-verb
pending | 04368_tsubomi | 蕾 | general | noun
pending | 04370_sentan | 先端 | general | noun
pending | 04373_oru | 織る | general | verb (godan)
pending | 04374_sentou | 先頭 | general | noun
pending | 04375_kaede | 楓 | general | noun
pending | 04378_haneru | 跳ねる | general | verb (ichidan)
pending | 04381_hisomu | 潜む | general | verb (godan)
pending | 04383_zenpan | 全般 | general | noun
pending | 04385_matataku | 瞬く | general | verb (godan)
pending | 04386_sousaku | 創作 | general | noun, suru-verb
pending | 04387_kuri | 栗 | general | noun
pending | 04388_naku | 鳴く | general | verb (godan)
pending | 04393_sokutatsu | 速達 | general | noun
pending | 04394_suu | 吸う | general | verb (godan)
pending | 04395_yuri | 百合 | general | noun
pending | 04396_fuji | 藤 | general | noun
pending | 04397_haku | 吐く | general | verb (godan)
pending | 04398_sokutei | 測定 | general | noun, suru-verb
pending | 04399_nameru | 舐める | general | verb (ichidan)
pending | 04401_tsubaki | 椿 | general | noun
pending | 04402_hinoki | 檜 | general | noun
pending | 04403_nomikomu | 飲み込む | general | verb (godan)
pending | 04404_sontoku | 損得 | general | noun
pending | 04407_sasa | 笹 | general | noun
pending | 04409_kafunshou | 花粉症 | general | noun
pending | 04410_kiiboodo | キーボード | general | noun
pending | 04411_naderu | 撫でる | general | verb (ichidan)
pending | 04412_zougen | 増減 | general | noun, suru-verb
pending | 04413_mausu | マウス | general | noun
pending | 04414_tounyoubyou | 糖尿病 | general | noun
pending | 04416_purintaa | プリンター | general | noun
pending | 04418_shinzoubyou | 心臓病 | general | noun
pending | 04420_supiikaa | スピーカー | general | noun
pending | 04421_iyahon | イヤホン | general | noun
pending | 04423_heddohon | ヘッドホン | general | noun
pending | 04426_shokkaku | 触覚 | general | noun
pending | 04429_dengen | 電源 | general | noun
pending | 04431_konsento | コンセント | general | noun
pending | 04432_keeburu | ケーブル | general | noun
pending | 04435_meeru | メール | general | noun, suru-verb
pending | 04436_chatto | チャット | general | noun, suru-verb
pending | 04439_henshuu | 編集 | general | noun, suru-verb
pending | 04441_rokuga | 録画 | general | noun, suru-verb
pending | 04448_choukoku | 彫刻 | general | noun, suru-verb
pending | 04449_tougei | 陶芸 | general | noun
pending | 04450_kadou | 華道 | general | noun
pending | 04451_sadou | 茶道 | general | noun
pending | 04452_kendou | 剣道 | general | noun
pending | 04454_karate | 空手 | general | noun
pending | 04455_kabuki | 歌舞伎 | general | noun
pending | 04456_kyougen | 狂言 | general | noun
pending | 04457_rakugo | 落語 | general | noun
pending | 04459_kyakuhon | 脚本 | general | noun
pending | 04460_enshutsu | 演出 | general | noun, suru-verb
pending | 04461_gitaa | ギター | general | noun
pending | 04462_furuuto | フルート | general | noun
pending | 04463_doramu | ドラム | general | noun
pending | 04464_shamisen | 三味線 | general | noun
pending | 04465_shakuhachi | 尺八 | general | noun
pending | 04466_ookesutora | オーケストラ | general | noun
pending | 04468_koudoku | 購読 | general | noun, suru-verb
pending | 04469_channeru | チャンネル | general | noun
pending | 04473_saibashi | 菜箸 | general | noun
pending | 04474_nejiru | 捩じる | general | godan verb
pending | 04478_yashinau | 養う | general | godan verb
pending | 04479_ontai | 温帯 | general | noun
pending | 04482_sakasama | 逆様 | general | na-adjective
pending | 04483_bouru | ボウル | general | noun
pending | 04484_zousen | 造船 | general | noun
pending | 04485_sofa | ソファ | general | noun
pending | 04486_zoudai | 増大 | general | noun
pending | 04487_taikei | 体系 | general | noun
pending | 04490_taisei | 体制 | general | noun
pending | 04491_kuroozetto | クローゼット | general | noun
pending | 04492_taiseki | 体積 | general | noun
pending | 04493_taisou | 体操 | general | noun
pending | 04494_tobira | 扉 | general | noun
pending | 04496_taisou | 大層 | general | adverb
pending | 04499_shiitsu | シーツ | general | noun
pending | 04500_tairitsu | 対立 | general | noun
pending | 04504_tankou | 炭鉱 | general | noun
pending | 04505_suponji | スポンジ | general | noun
pending | 04506_tansho | 短所 | general | noun
pending | 04507_shanpuu | シャンプー | general | noun
pending | 04508_tansui | 淡水 | general | noun
pending | 04509_haburashi | 歯ブラシ | general | noun
pending | 04510_tansuu | 単数 | general | noun
pending | 04511_basutaoru | バスタオル | general | noun
pending | 04512_tanpen | 短編 | general | noun
pending | 04514_dassen | 脱線 | general | noun
pending | 04515_dankai | 段階 | general | noun
pending | 04516_pajama | パジャマ | general | noun
pending | 04517_burausu | ブラウス | general | noun
pending | 04519_dantei | 断定 | general | noun
pending | 04520_kaadigan | カーディガン | general | noun
pending | 04524_paakaa | パーカー | general | noun
pending | 04526_wanpiisu | ワンピース | general | noun
pending | 04527_chozou | 貯蔵 | general | noun
pending | 04528_suniikaa | スニーカー | general | noun
pending | 04529_buutsu | ブーツ | general | noun
pending | 04530_tsuuyou | 通用 | general | noun
pending | 04531_surippa | スリッパ | general | noun
pending | 04532_teiin | 定員 | general | noun
pending | 04533_mafuraa | マフラー | general | noun
pending | 04535_sangurasu | サングラス | general | noun
pending | 04536_tekikaku | 的確 | general | na-adjective
pending | 04537_techou | 手帳 | general | noun
pending | 04539_nekkuresu | ネックレス | general | noun
pending | 04541_ryukku | リュック | general | noun
pending | 04542_tenkai | 展開 | general | noun
pending | 04543_tensuu | 点数 | general | noun
pending | 04545_kinmu | 勤務 | general | noun/suru-verb
pending | 04546_tennou | 天皇 | general | noun
pending | 04547_dekoboko | 凸凹 | general | noun
pending | 04548_shukkin | 出勤 | general | noun/suru-verb
pending | 04549_densen | 伝染 | general | noun
pending | 04550_taikin | 退勤 | general | noun/suru-verb
pending | 04551_touitsu | 統一 | general | noun
pending | 04553_shoushin | 昇進 | general | noun/suru-verb
pending | 04555_tenkin | 転勤 | general | noun/suru-verb
pending | 04556_tousho | 投書 | general | noun
pending | 04558_toujitsu | 当日 | general | noun
pending | 04559_taishoku | 退職 | general | noun/suru-verb
pending | 04561_kaiko | 解雇 | general | noun/suru-verb
pending | 04563_saiyou | 採用 | general | noun/suru-verb
pending | 04564_touban | 当番 | general | noun
pending | 04565_toumei | 透明 | general | na-adjective
pending | 04566_tokushu | 特殊 | general | na-adjective
pending | 04568_sukeru | 透ける | general | verb (ichidan)
pending | 04571_mitsumeru | 見つめる | general | ichidan verb
pending | 04572_shitataru | 滴る | general | verb (godan)
pending | 04573_mau | 舞う | general | verb (godan)
pending | 04576_minogasu | 見逃す | general | godan verb
pending | 04578_miotosu | 見落とす | general | godan verb
pending | 04579_minaosu | 見直す | general | godan verb
pending | 04581_minarau | 見習う | general | godan verb
pending | 04584_otoroeru | 衰える | general | verb (ichidan)
pending | 04585_hayamaru | 早まる | general | verb (godan)
pending | 04586_kikiireru | 聞き入れる | general | ichidan verb
pending | 04587_hayameru | 早める | general | verb (ichidan)
pending | 04592_shioreru | 萎れる | general | verb (ichidan)
pending | 04594_mebaeru | 芽生える | general | verb (ichidan)
pending | 04596_mureru | 蒸れる | general | verb (ichidan)
pending | 04597_kakinaosu | 書き直す | general | godan verb
pending | 04598_yusuru | 揺する | general | verb (godan)
pending | 04600_kukuru | 括る | general | verb (godan)
pending | 04601_karameru | 絡める | general | verb (ichidan)
pending | 04607_abaku | 暴く | general | verb (godan)
pending | 04609_sarasu | 晒す | general | verb (godan)
pending | 04610_tobimawaru | 飛び回る | general | godan verb
pending | 04613_kobamu | 拒む | general | verb (godan)
pending | 04614_tobikomu | 飛び込む | general | godan verb
pending | 04615_haneagaru | 跳ね上がる | general | verb (godan)
pending | 04616_tobikoeru | 飛び越える | general | ichidan verb
pending | 04617_fukitobasu | 吹き飛ばす | general | verb (godan)
pending | 04619_aseru | 焦る | general | verb (godan)
pending | 04621_noriokureru | 乗り遅れる | general | ichidan verb
pending | 04624_risaikuru | リサイクル | general | noun, suru-verb
pending | 04625_oidasu | 追い出す | general | godan verb
pending | 04626_seitaikei | 生態系 | general | noun
pending | 04627_kikouhendou | 気候変動 | general | noun
pending | 04630_nisankatanso | 二酸化炭素 | general | noun
pending | 04632_haishutsu | 排出 | general | noun, suru-verb
pending | 04634_haikibutsu | 廃棄物 | general | noun
pending | 04635_saiseikanou | 再生可能 | general | na-adjective, noun
pending | 04637_jizokukanou | 持続可能 | general | na-adjective, noun
pending | 04638_tachiyoru | 立ち寄る | general | godan verb
pending | 04639_seibutsutayousei | 生物多様性 | general | noun
pending | 04642_zetsumetsukigushu | 絶滅危惧種 | general | noun
pending | 04644_taichou | 体調 | general | noun
pending | 04645_arerugii | アレルギー | general | noun
pending | 04647_nousocchuu | 脳卒中 | general | noun
pending | 04650_utsubyou | 鬱病 | general | noun
pending | 04651_kansetsutsuu | 関節痛 | general | noun
pending | 04652_mukiau | 向き合う | general | godan verb
pending | 04653_iiwake | 言い訳 | general | noun, suru-verb
pending | 04655_asayake | 朝焼け | general | noun
pending | 04656_kisoiau | 競い合う | general | godan verb
pending | 04658_sasaeau | 支え合う | general | godan verb
pending | 04660_sha | 〜社 | general | suffix, counter
pending | 04661_kumitateru | 組み立てる | general | ichidan verb
pending | 04662_sha | 〜者 | general | suffix
pending | 04663_dan | 〜団 | general | suffix
pending | 04665_chou | 〜長 | general | suffix
